% ideal observer i/e ratio and slope estimates from igor.
% *dblexp = inline('k0 + k1*exp(-k2*ie) + k3*exp(-k4*ie)','k0','k1','k2','k3','k4','ie');
% *ie2mparams = [93.625 123.676 0.782677 352.647 6.48979];
% *m2ieparams = [0.114477 4.07001 0.013366 75.9068 0.0358296];
% *ie = 1; m = 2; mSE = 3;
0.16	327.69919	2.5345533
0.25	264.41583	2.1231251
0.36000001	222.36049	1.2363586
0.49000001	193.71027	1.0983124
0.63999999	172.21878	0.97143453
0.81	158.80537	0.69107443
1	150.59656	0.88613474
1.21	145.19	0.82936203
1.4400001	131.94119	0.75626892
1.6899199	126.03823	0.61534345
1.96	120.44057	0.59179401
